,State,Drug,Potency,Net Grams,Year Seized,Month Seized,USD Price
69,AR,METHAMPHETAMINE,78,27.0,2012,1,1500
70,TX,METHAMPHETAMINE,100,4.2,2012,1,0
71,WY,METHAMPHETAMINE,0,0.29,2012,1,0
72,FL,METHAMPHETAMINE,0,4.1,2012,1,0
73,UT,METHAMPHETAMINE,100,190.0,2012,1,0
74,MN,METHAMPHETAMINE,88,56.0,2012,1,2500
75,WA,METHAMPHETAMINE,97,12.0,2012,1,750
76,CA,METHAMPHETAMINE,28,7.1,2012,1,0
77,WY,METHAMPHETAMINE,73,6.7,2012,1,0
78,CA,METHAMPHETAMINE,100,56.0,2012,1,2600
79,VA,METHAMPHETAMINE,98,0.45,2012,1,0
80,UT,METHAMPHETAMINE,47,21.0,2012,1,0
81,NM,METHAMPHETAMINE,100,1.5,2012,1,0
82,NV,METHAMPHETAMINE,90,68.0,2012,1,0
83,NB,METHAMPHETAMINE,96,43.0,2012,1,0
84,AR,METHAMPHETAMINE,98,28.0,2012,1,1500
85,TX,METHAMPHETAMINE,97,870.0,2012,1,0
86,OK,METHAMPHETAMINE,11,0.31,2012,1,0
87,FL,METHAMPHETAMINE,0,0.2,2012,1,0
88,VA,METHAMPHETAMINE,0,0.001,2012,1,0
89,NB,METHAMPHETAMINE,97,1800.0,2012,1,0
90,WA,METHAMPHETAMINE,92,110.0,2012,1,0
91,NV,METHAMPHETAMINE,96,28.0,2012,1,600
92,VA,METHAMPHETAMINE,0,0.001,2012,1,0
93,MO,METHAMPHETAMINE,100,0.69,2012,1,100
94,OR,METHAMPHETAMINE,98,14.0,2012,1,0
95,CA,METHAMPHETAMINE,100,56.0,2012,1,0
96,UT,METHAMPHETAMINE,94,83.0,2012,1,3300
97,FL,METHAMPHETAMINE,0,140.0,2012,1,0
98,TN,METHAMPHETAMINE,0,0.001,2012,1,0
99,NV,METHAMPHETAMINE,94,110.0,2012,1,3000
100,CA,METHAMPHETAMINE,96,21.0,2012,1,0
101,FL,METHAMPHETAMINE,74,22.0,2012,1,1400
102,CA,METHAMPHETAMINE,97,1.8,2012,1,0
103,MO,METHAMPHETAMINE,80,1.2,2012,1,200
104,VA,METHAMPHETAMINE,0,0.05,2012,1,0
105,IA,METHAMPHETAMINE,100,6.9,2012,1,800
106,CA,METHAMPHETAMINE,0,0.001,2012,1,0
107,WA,METHAMPHETAMINE,86,27.0,2012,1,850
108,MO,METHAMPHETAMINE,85,0.64,2012,1,250
109,FL,METHAMPHETAMINE,0,320.0,2012,1,0
110,TX,METHAMPHETAMINE,97,140.0,2012,1,0
111,VA,METHAMPHETAMINE,97,0.14,2012,1,0
112,OK,METHAMPHETAMINE,81,24.0,2012,1,1500
113,CA,METHAMPHETAMINE,100,12.0,2012,1,650
114,NV,METHAMPHETAMINE,59,450.0,2012,1,12000
115,UT,METHAMPHETAMINE,85,28.0,2012,1,900
116,AR,METHAMPHETAMINE,96,1800.0,2012,1,0
117,CA,METHAMPHETAMINE,98,2.5,2012,1,0
118,TN,METHAMPHETAMINE,0,0.07,2012,1,0
119,AZ,METHAMPHETAMINE,71,140.0,2012,1,0
120,HI,METHAMPHETAMINE,0,0.001,2012,1,0
121,AR,METHAMPHETAMINE,87,25.0,2012,1,1300
122,FL,METHAMPHETAMINE,88,0.9,2012,1,100
123,CA,METHAMPHETAMINE,96,9.9,2012,1,0
124,CA,METHAMPHETAMINE,97,46.0,2012,1,0
125,CA,METHAMPHETAMINE,100,0.2,2012,1,0
126,WY,METHAMPHETAMINE,99,3.0,2012,1,700
127,FL,METHAMPHETAMINE,0,0.31,2012,1,0
128,GA,METHAMPHETAMINE,97,1.5,2012,1,0
129,GA,METHAMPHETAMINE,88,5.5,2012,1,0
130,OR,METHAMPHETAMINE,98,27.0,2012,1,0
131,AZ,METHAMPHETAMINE,84,340.0,2012,1,0
132,TX,METHAMPHETAMINE,93,26.0,2012,1,0
134,CA,METHAMPHETAMINE,100,84.0,2012,1,2000
135,TX,METHAMPHETAMINE,87,12.0,2012,1,600
136,VA,METHAMPHETAMINE,0,0.013999999999999999,2012,1,0
137,FL,METHAMPHETAMINE,0,0.001,2012,1,0
138,VA,METHAMPHETAMINE,0,0.024,2012,1,0
139,CA,METHAMPHETAMINE,99,1400.0,2012,1,0
140,CA,METHAMPHETAMINE,100,110.0,2012,1,3200
141,TX,METHAMPHETAMINE,99,16.0,2012,1,1000
142,CO,METHAMPHETAMINE,93,500.0,2012,1,0
143,CA,METHAMPHETAMINE,97,110.0,2012,1,2700
144,OR,METHAMPHETAMINE,85,55.0,2012,1,0
145,NJ,METHAMPHETAMINE,0,87.0,2012,1,0
146,CO,METHAMPHETAMINE,99,2200.0,2012,1,0
147,CA,METHAMPHETAMINE,100,3.2,2012,1,200
148,VA,METHAMPHETAMINE,73,13.0,2012,1,0
149,CA,METHAMPHETAMINE,0,0.001,2012,1,0
150,FL,METHAMPHETAMINE,64,5.5,2012,1,0
151,CA,METHAMPHETAMINE,90,9300.0,2012,1,0
152,WY,METHAMPHETAMINE,100,0.27,2012,1,0
153,CA,METHAMPHETAMINE,0,0.001,2012,1,0
154,CA,METHAMPHETAMINE,100,28.0,2012,1,1200
155,NB,METHAMPHETAMINE,589,40.0,2012,1,0
156,AR,METHAMPHETAMINE,0,28.0,2012,1,1500
157,OR,METHAMPHETAMINE,93,11.0,2012,1,0
158,VA,METHAMPHETAMINE,0,0.001,2012,1,0
159,GA,METHAMPHETAMINE,88,2.8,2012,1,0
160,OK,METHAMPHETAMINE,73,370.0,2012,1,0
161,MO,METHAMPHETAMINE,98,0.44,2012,1,220
162,NV,METHAMPHETAMINE,99,83.0,2012,1,0
163,UT,METHAMPHETAMINE,99,1500.0,2012,1,0
164,CA,METHAMPHETAMINE,99,890.0,2012,1,0
165,UT,METHAMPHETAMINE,99,150.0,2012,1,0
166,CA,METHAMPHETAMINE,0,0.001,2012,1,0
167,CA,METHAMPHETAMINE,100,2.1,2012,1,0
168,CA,METHAMPHETAMINE,98,2.3,2012,1,0
169,CA,METHAMPHETAMINE,97,230.0,2012,1,5200
170,AZ,METHAMPHETAMINE,99,440.0,2012,1,0
171,TX,METHAMPHETAMINE,87,14.0,2012,1,650
172,CO,METHAMPHETAMINE,100,160.0,2012,1,0
173,NM,METHAMPHETAMINE,90,1500.0,2012,1,0
174,OR,METHAMPHETAMINE,100,430.0,2012,1,0
175,VA,METHAMPHETAMINE,0,0.001,2012,1,0
176,AL,METHAMPHETAMINE,78,440.0,2012,1,0
177,WY,METHAMPHETAMINE,99,76.0,2012,1,0
178,FL,METHAMPHETAMINE,10,4.2,2012,1,500
179,IA,METHAMPHETAMINE,97,2.1,2012,1,400
180,WA,METHAMPHETAMINE,97,13.0,2012,1,750
181,CA,METHAMPHETAMINE,100,450.0,2012,1,0
182,CA,METHAMPHETAMINE,0,0.001,2012,1,0
183,CA,METHAMPHETAMINE,0,0.001,2012,1,0
184,MO,METHAMPHETAMINE,0,0.25,2012,1,0
185,GA,METHAMPHETAMINE,64,15.0,2012,1,0
186,CO,METHAMPHETAMINE,0,0.001,2012,1,0
187,TX,METHAMPHETAMINE,91,910.0,2012,1,27000
188,CA,METHAMPHETAMINE,92,27.0,2012,1,0
189,VA,METHAMPHETAMINE,0,0.001,2012,1,0
190,VA,METHAMPHETAMINE,0,0.001,2012,1,0
191,OK,METHAMPHETAMINE,57,340.0,2012,1,0
192,UT,METHAMPHETAMINE,675,7200.0,2012,1,0
193,FL,METHAMPHETAMINE,98,190.0,2012,1,0
194,MI,METHAMPHETAMINE,99,220.0,2012,1,0
195,CA,METHAMPHETAMINE,99,25.0,2012,1,1200
196,CA,METHAMPHETAMINE,100,120.0,2012,1,0
197,NB,METHAMPHETAMINE,66,54.0,2012,1,0
198,CA,METHAMPHETAMINE,0,0.001,2012,1,0
199,CA,METHAMPHETAMINE,98,66.0,2012,1,0
200,CA,METHAMPHETAMINE,100,210.0,2012,1,0
201,CA,METHAMPHETAMINE,0,0.001,2012,1,0
202,FL,METHAMPHETAMINE,0,390.0,2012,1,0
203,NJ,METHAMPHETAMINE,0,140.0,2012,1,0
204,AZ,METHAMPHETAMINE,100,0.057999999999999996,2012,1,0
205,OR,METHAMPHETAMINE,99,3.0,2012,1,0
206,AZ,METHAMPHETAMINE,97,3.6,2012,1,0
207,CA,METHAMPHETAMINE,99,5000.0,2012,1,0
208,NM,METHAMPHETAMINE,0,55.0,2012,1,3200
209,TX,METHAMPHETAMINE,96,440.0,2012,1,0
210,FL,METHAMPHETAMINE,44,28.0,2012,1,0
211,OK,METHAMPHETAMINE,64,19.0,2012,1,0
212,CA,METHAMPHETAMINE,98,28.0,2012,1,1100
213,MO,METHAMPHETAMINE,0,0.25,2012,1,0
214,CA,METHAMPHETAMINE,98,37.0,2012,1,0
215,CA,METHAMPHETAMINE,97,2700.0,2012,1,0
216,CA,METHAMPHETAMINE,100,110.0,2012,1,0
217,HI,METHAMPHETAMINE,0,0.001,2012,1,0
218,CA,METHAMPHETAMINE,99,2200.0,2012,1,0
219,CA,METHAMPHETAMINE,0,0.001,2012,1,0
220,CA,METHAMPHETAMINE,100,53.0,2012,1,0
221,GA,METHAMPHETAMINE,82,5.2,2012,1,0
222,WY,METHAMPHETAMINE,0,0.001,2012,1,0
223,VA,METHAMPHETAMINE,91,0.24,2012,1,0
224,NM,METHAMPHETAMINE,74,2200.0,2012,1,0
225,CA,METHAMPHETAMINE,98,260.0,2012,1,0
226,CA,METHAMPHETAMINE,100,29.0,2012,1,1300
227,CO,METHAMPHETAMINE,90,110.0,2012,1,4200
228,VA,METHAMPHETAMINE,0,0.001,2012,1,0
229,OK,METHAMPHETAMINE,90,2.1,2012,1,360
230,WY,METHAMPHETAMINE,0,16.0,2012,1,0
231,VA,METHAMPHETAMINE,95,1.3,2012,1,0
232,CO,METHAMPHETAMINE,98,12.0,2012,1,0
233,TX,METHAMPHETAMINE,0,0.001,2012,1,0
234,TX,METHAMPHETAMINE,93,28.0,2012,1,1600
235,CA,METHAMPHETAMINE,99,3100.0,2012,1,0
236,TX,METHAMPHETAMINE,100,990.0,2012,1,0
237,CA,METHAMPHETAMINE,98,110.0,2012,1,4000
238,MN,METHAMPHETAMINE,100,28.0,2012,1,1300
239,TX,METHAMPHETAMINE,0,0.001,2012,1,0
240,FL,METHAMPHETAMINE,97,56.0,2012,1,3000
241,CA,METHAMPHETAMINE,98,14.0,2012,1,700
242,MN,METHAMPHETAMINE,100,56.0,2012,1,2600
243,NJ,METHAMPHETAMINE,18,37.0,2012,1,0
244,OR,METHAMPHETAMINE,70,2.6,2012,1,0
245,VA,METHAMPHETAMINE,0,0.001,2012,1,0
246,CA,METHAMPHETAMINE,98,3.4,2012,1,200
247,SD,METHAMPHETAMINE,100,0.94,2012,1,0
248,OR,METHAMPHETAMINE,85,130.0,2012,1,0
249,OR,METHAMPHETAMINE,90,5.6,2012,1,0
250,OR,METHAMPHETAMINE,73,27.0,2012,1,0
251,GA,METHAMPHETAMINE,92,1.9,2012,1,0
252,VA,METHAMPHETAMINE,0,0.001,2012,1,0
253,AZ,METHAMPHETAMINE,90,42.0,2012,1,0
254,CO,METHAMPHETAMINE,84,110.0,2012,1,4200
255,TX,METHAMPHETAMINE,82,54.0,2012,1,2300
256,GA,METHAMPHETAMINE,91,27.0,2012,1,1300
257,MO,METHAMPHETAMINE,0,0.34,2012,1,0
258,CA,METHAMPHETAMINE,0,0.001,2012,1,0
259,TX,METHAMPHETAMINE,97,15000.0,2012,1,0
260,MT,METHAMPHETAMINE,99,340.0,2012,1,0
261,WA,METHAMPHETAMINE,98,26.0,2012,1,0
262,TX,METHAMPHETAMINE,97,6800.0,2012,1,0
263,NB,METHAMPHETAMINE,97,220.0,2012,1,0
264,VA,METHAMPHETAMINE,0,0.001,2012,1,0
265,CA,METHAMPHETAMINE,78,13.0,2012,1,0
266,OR,METHAMPHETAMINE,85,56.0,2012,1,0
267,TX,METHAMPHETAMINE,97,13.0,2012,1,0
268,AR,METHAMPHETAMINE,0,2.0,2012,1,500
269,WY,METHAMPHETAMINE,0,0.073,2012,1,0
270,FL,METHAMPHETAMINE,87,1700.0,2012,1,0
271,CA,METHAMPHETAMINE,98,2.8,2012,1,240
272,CO,METHAMPHETAMINE,98,130.0,2012,1,0
273,CA,METHAMPHETAMINE,0,0.021,2012,1,0
274,WA,METHAMPHETAMINE,78,20.0,2012,1,0
275,PA,METHAMPHETAMINE,100,5.1,2012,1,90
276,FL,METHAMPHETAMINE,69,77.0,2012,1,4500
277,HI,METHAMPHETAMINE,96,890.0,2012,1,0
278,MT,METHAMPHETAMINE,81,300.0,2012,1,0
279,SC,METHAMPHETAMINE,45,55.0,2012,1,3000
280,CA,METHAMPHETAMINE,100,1.4,2012,1,0
281,VA,METHAMPHETAMINE,0,0.001,2012,1,0
282,NY,METHAMPHETAMINE,94,27.0,2012,1,2600
283,WA,METHAMPHETAMINE,100,28.0,2012,1,1300
284,HI,METHAMPHETAMINE,100,22.0,2012,1,0
285,NY,METHAMPHETAMINE,44,0.15,2012,1,0
286,OR,METHAMPHETAMINE,89,28.0,2012,1,0
287,FL,METHAMPHETAMINE,11,5.3,2012,1,500
288,CA,METHAMPHETAMINE,99,26.0,2012,1,1300
289,VA,METHAMPHETAMINE,0,0.001,2012,1,0
290,WY,METHAMPHETAMINE,77,5.0,2012,1,650
291,CA,METHAMPHETAMINE,99,71.0,2012,1,0
292,TX,METHAMPHETAMINE,97,110.0,2012,1,0
293,NJ,METHAMPHETAMINE,45,14.0,2012,1,0
294,CA,METHAMPHETAMINE,99,9000.0,2012,1,0
295,VA,METHAMPHETAMINE,0,7.9,2012,1,0
296,CA,METHAMPHETAMINE,98,27.0,2012,1,950
297,CO,METHAMPHETAMINE,85,3100.0,2012,1,0
298,CA,METHAMPHETAMINE,0,0.001,2012,1,0
299,NB,METHAMPHETAMINE,80,21.0,2012,1,0
300,TX,METHAMPHETAMINE,100,920.0,2012,1,0
301,OK,METHAMPHETAMINE,73,13.0,2012,1,0
302,VA,METHAMPHETAMINE,0,0.001,2012,1,0
303,CA,METHAMPHETAMINE,98,53.0,2012,1,0
304,NM,METHAMPHETAMINE,89,1800.0,2012,1,0
305,FL,METHAMPHETAMINE,99,38.0,2012,1,0
306,CA,METHAMPHETAMINE,49,110.0,2012,1,3800
307,AZ,METHAMPHETAMINE,99,890.0,2012,1,0
308,SD,METHAMPHETAMINE,65,19.0,2012,1,0
309,WY,METHAMPHETAMINE,72,4.2,2012,1,0
310,NC,METHAMPHETAMINE,98,78.0,2012,2,0
311,TX,METHAMPHETAMINE,95,990.0,2012,2,0
312,TX,METHAMPHETAMINE,0,7.7,2012,2,0
313,NC,METHAMPHETAMINE,74,420.0,2012,2,0
314,CA,METHAMPHETAMINE,99,110.0,2012,2,3200
315,OK,METHAMPHETAMINE,98,370.0,2012,2,0
316,IA,METHAMPHETAMINE,97,28.0,2012,2,2300
317,MO,METHAMPHETAMINE,84,8.8,2012,2,0
318,HI,METHAMPHETAMINE,0,0.001,2012,2,0
319,AR,METHAMPHETAMINE,99,58.0,2012,2,0
320,TX,METHAMPHETAMINE,100,8.7,2012,2,0
321,AR,METHAMPHETAMINE,91,14.0,2012,2,900
322,OK,METHAMPHETAMINE,98,27.0,2012,2,1000
323,LA,METHAMPHETAMINE,56,0.48,2012,2,50
324,MO,METHAMPHETAMINE,98,370.0,2012,2,0
325,IA,METHAMPHETAMINE,100,28.0,2012,2,2300
326,LA,METHAMPHETAMINE,0,0.28,2012,2,0
327,UT,METHAMPHETAMINE,98,0.54,2012,2,0
328,AR,METHAMPHETAMINE,55,0.21,2012,2,0
329,WA,METHAMPHETAMINE,87,6.4,2012,2,0
330,TX,METHAMPHETAMINE,98,11.0,2012,2,0
331,NM,METHAMPHETAMINE,99,440.0,2012,2,0
332,TX,METHAMPHETAMINE,97,12.0,2012,2,0
333,CA,METHAMPHETAMINE,94,3000.0,2012,2,0
334,CA,METHAMPHETAMINE,0,0.001,2012,2,0
335,MN,METHAMPHETAMINE,83,71.0,2012,2,1300
336,TX,METHAMPHETAMINE,0,280.0,2012,2,0
337,TX,METHAMPHETAMINE,0,1400.0,2012,2,0
338,CA,METHAMPHETAMINE,99,11000.0,2012,2,0
339,HI,METHAMPHETAMINE,99,84.0,2012,2,0
340,LA,METHAMPHETAMINE,0,0.091,2012,2,0
341,OK,METHAMPHETAMINE,51,28.0,2012,2,1800
342,CA,METHAMPHETAMINE,100,15000.0,2012,2,0
343,LA,METHAMPHETAMINE,0,0.2,2012,2,0
344,TX,METHAMPHETAMINE,0,990.0,2012,2,0
345,IN,METHAMPHETAMINE,65,27.0,2012,2,2000
346,WA,METHAMPHETAMINE,98,51.0,2012,2,2200
347,CA,METHAMPHETAMINE,0,6.3,2012,2,0
348,AR,METHAMPHETAMINE,53,24.0,2012,2,1600
349,CA,METHAMPHETAMINE,100,28.0,2012,2,1300
350,CA,METHAMPHETAMINE,0,160.0,2012,2,0
351,TX,METHAMPHETAMINE,0,950.0,2012,2,0
352,FL,METHAMPHETAMINE,95,1800.0,2012,2,0
353,AR,METHAMPHETAMINE,83,22.0,2012,2,1300
354,MD,METHAMPHETAMINE,0,28.0,2012,2,0
355,TX,METHAMPHETAMINE,0,26.0,2012,2,0
356,TX,METHAMPHETAMINE,0,130.0,2012,2,0
357,MI,METHAMPHETAMINE,99,14.0,2012,2,0
358,TX,METHAMPHETAMINE,97,0.37,2012,2,0
359,AR,METHAMPHETAMINE,87,2800.0,2012,2,0
360,LA,METHAMPHETAMINE,95,27.0,2012,2,1400
361,CA,METHAMPHETAMINE,99,2.9,2012,2,0
362,CA,METHAMPHETAMINE,98,22000.0,2012,2,0
363,TX,METHAMPHETAMINE,0,990.0,2012,2,0
364,IA,METHAMPHETAMINE,100,0.59,2012,2,0
365,KS,METHAMPHETAMINE,86,56.0,2012,2,2600
366,TX,METHAMPHETAMINE,88,9700.0,2012,2,0
367,CA,METHAMPHETAMINE,98,4300.0,2012,2,0
368,TX,METHAMPHETAMINE,81,0.46,2012,2,0
369,TX,METHAMPHETAMINE,0,130.0,2012,2,0
370,TX,METHAMPHETAMINE,0,100.0,2012,2,0
371,TX,METHAMPHETAMINE,94,39.0,2012,2,0
372,OH,METHAMPHETAMINE,95,38.0,2012,2,0
373,AR,METHAMPHETAMINE,77,28.0,2012,2,1000
374,FL,METHAMPHETAMINE,89,55.0,2012,2,0
375,TX,METHAMPHETAMINE,0,990.0,2012,2,0
376,IA,METHAMPHETAMINE,100,28.0,2012,2,2000
377,TX,METHAMPHETAMINE,97,6500.0,2012,2,0
378,OK,METHAMPHETAMINE,100,220.0,2012,2,0
379,FL,METHAMPHETAMINE,0,0.001,2012,2,0
380,FL,METHAMPHETAMINE,0,0.001,2012,2,0
381,VA,METHAMPHETAMINE,35,12.0,2012,2,610
382,CA,METHAMPHETAMINE,87,490.0,2012,2,0
383,AR,METHAMPHETAMINE,65,55.0,2012,2,0
384,AR,METHAMPHETAMINE,98,2600.0,2012,2,0
385,CA,METHAMPHETAMINE,97,14.0,2012,2,500
386,SC,METHAMPHETAMINE,46,15.0,2012,2,0
387,MO,METHAMPHETAMINE,83,110.0,2012,2,0
388,CA,METHAMPHETAMINE,83,3.0,2012,2,0
389,NC,METHAMPHETAMINE,98,140.0,2012,2,0
390,LA,METHAMPHETAMINE,59,2.1,2012,2,0
391,FL,METHAMPHETAMINE,70,21.0,2012,2,0
392,TX,METHAMPHETAMINE,0,34.0,2012,2,0
393,FL,METHAMPHETAMINE,0,18.0,2012,2,0
394,FL,METHAMPHETAMINE,0,0.001,2012,2,0
395,CA,METHAMPHETAMINE,99,440.0,2012,2,0
396,TX,METHAMPHETAMINE,95,2.8,2012,2,0
397,IA,METHAMPHETAMINE,0,0.2,2012,2,0
398,TX,METHAMPHETAMINE,94,1.8,2012,2,0
399,TX,METHAMPHETAMINE,0,240.0,2012,2,0
400,TX,METHAMPHETAMINE,0,990.0,2012,2,0
401,WA,METHAMPHETAMINE,99,4.0,2012,2,400
402,CA,METHAMPHETAMINE,99,120.0,2012,2,0
403,NM,METHAMPHETAMINE,91,1800.0,2012,2,0
404,LA,METHAMPHETAMINE,65,0.26,2012,2,0
405,TX,METHAMPHETAMINE,100,1800.0,2012,2,0
406,MI,METHAMPHETAMINE,99,1.1,2012,2,0
407,MI,METHAMPHETAMINE,0,0.09699999999999999,2012,2,0
408,MD,METHAMPHETAMINE,0,0.12,2012,2,0
409,NV,METHAMPHETAMINE,77,3.6,2012,2,0
411,KS,METHAMPHETAMINE,88,28.0,2012,2,1300
412,TX,METHAMPHETAMINE,0,64.0,2012,2,0
413,MI,METHAMPHETAMINE,100,27.0,2012,2,0
414,GA,METHAMPHETAMINE,76,84.0,2012,2,3900
415,CA,METHAMPHETAMINE,85,26.0,2012,2,1300
416,GA,METHAMPHETAMINE,78,380.0,2012,2,0
417,MD,METHAMPHETAMINE,0,0.001,2012,2,0
418,OK,METHAMPHETAMINE,97,2700.0,2012,2,0
419,AL,METHAMPHETAMINE,87,56.0,2012,2,0
420,AZ,METHAMPHETAMINE,98,160.0,2012,2,0
421,TX,METHAMPHETAMINE,0,870.0,2012,2,0
422,MT,METHAMPHETAMINE,99,25.0,2012,2,0
423,OK,METHAMPHETAMINE,92,0.52,2012,2,0
424,AZ,METHAMPHETAMINE,99,17.0,2012,2,0
425,TX,METHAMPHETAMINE,0,110.0,2012,2,0
426,MO,METHAMPHETAMINE,79,0.79,2012,2,100
427,SD,METHAMPHETAMINE,100,440.0,2012,2,22000
428,CA,METHAMPHETAMINE,99,19.0,2012,2,1200
429,AL,METHAMPHETAMINE,53,26.0,2012,2,1400
430,MN,METHAMPHETAMINE,96,55.0,2012,2,2800
431,CA,METHAMPHETAMINE,92,26.0,2012,2,0
432,CA,METHAMPHETAMINE,99,220.0,2012,2,0
433,CA,METHAMPHETAMINE,0,0.001,2012,2,0
434,MI,METHAMPHETAMINE,0,0.057999999999999996,2012,2,0
435,MN,METHAMPHETAMINE,72,55.0,2012,2,3200
436,TX,METHAMPHETAMINE,95,2100.0,2012,2,0
437,TX,METHAMPHETAMINE,94,140.0,2012,2,0
438,AL,METHAMPHETAMINE,11,28.0,2012,2,1400
439,HI,METHAMPHETAMINE,0,0.001,2012,2,0
440,CA,METHAMPHETAMINE,60,380.0,2012,2,0
441,CA,METHAMPHETAMINE,98,110.0,2012,2,4000
442,AR,METHAMPHETAMINE,72,13.0,2012,2,0
443,AR,METHAMPHETAMINE,96,27.0,2012,2,0
444,CA,METHAMPHETAMINE,0,0.001,2012,2,0
445,CA,METHAMPHETAMINE,99,70.0,2012,2,0
446,TX,METHAMPHETAMINE,0,430.0,2012,2,0
447,OK,METHAMPHETAMINE,83,2200.0,2012,2,0
448,AK,METHAMPHETAMINE,71,19.0,2012,2,0
449,UT,METHAMPHETAMINE,100,120.0,2012,2,0
450,TX,METHAMPHETAMINE,0,490.0,2012,2,0
451,LA,METHAMPHETAMINE,0,0.001,2012,2,0
452,OR,METHAMPHETAMINE,82,13.0,2012,2,0
453,MO,METHAMPHETAMINE,68,28.0,2012,2,0
454,CA,METHAMPHETAMINE,0,5.0,2012,2,0
455,NV,METHAMPHETAMINE,99,450.0,2012,2,9600
456,CA,METHAMPHETAMINE,99,5.6,2012,2,0
457,TX,METHAMPHETAMINE,100,8.2,2012,2,0
458,GA,METHAMPHETAMINE,81,57.0,2012,2,0
459,TX,METHAMPHETAMINE,0,4.9,2012,2,0
460,MD,METHAMPHETAMINE,0,0.001,2012,2,0
461,CA,METHAMPHETAMINE,100,22000.0,2012,2,0
